table2_id;table2A;table2B;table2C;table2D;table2E
99;716;886;796;201;342
100;930;576;820;790;367
101;834;936;134;354;506
102;639;670;987;356;616
103;874;137;582;953;966
104;322;698;800;444;90
105;904;94;110;9;69
106;382;64;148;197;595
107;690;19;750;111;582
108;849;493;612;903;645
109;5;420;322;54;419
110;415;620;896;672;616
111;585;493;41;712;924
112;872;599;202;363;67
113;906;46;72;949;979
114;128;687;913;313;578
115;445;439;282;76;785
116;628;62;699;740;591
117;7;372;36;639;142
118;194;390;776;160;496
119;319;723;780;493;652
120;556;514;518;111;327
121;311;487;834;327;411
122;100;96;602;561;139
123;337;698;516;87;298
124;192;997;277;85;470
125;226;39;26;309;738
126;492;816;765;435;214
127;877;52;706;266;813
128;536;425;779;587;758
129;650;629;618;137;229
130;433;107;37;880;96
131;281;363;273;962;138
132;544;621;448;881;344
133;54;57;763;627;238
134;576;584;806;878;735
135;401;20;893;66;307
136;286;787;79;287;983
137;994;397;519;434;144
138;731;505;852;260;679
139;526;757;20;894;209
140;580;17;510;632;790
141;791;508;456;844;937
142;907;704;874;535;102
143;986;100;157;663;293
144;388;782;818;30;337
145;824;191;503;474;970
146;279;245;796;938;688
147;407;22;350;203;354
148;777;36;479;196;394
149;284;681;124;834;967
150;292;148;279;727;784
151;917;25;346;677;757
152;622;780;765;591;457
153;485;888;650;384;746
154;201;6;584;347;738
155;117;483;609;409;543
156;174;133;18;780;449
157;322;162;165;166;213
158;452;160;939;459;832
159;332;19;780;664;696
160;482;697;236;582;826
161;723;620;574;480;721
162;819;838;201;731;927
163;719;131;203;908;332
164;930;839;783;570;396
165;286;783;811;993;277
166;795;524;682;116;541
167;649;177;302;205;502
168;940;490;870;658;280
169;670;884;512;110;94
170;925;157;828;892;712
171;727;388;4;474;562
172;980;720;20;103;906
173;210;736;634;975;111
174;908;840;958;366;201
175;755;549;763;627;53
176;202;493;200;274;850
177;942;913;958;26;122
178;322;895;355;482;524
179;408;426;243;463;923
180;930;736;938;331;151
181;112;231;830;845;465
182;39;403;929;551;740
183;328;759;625;550;875
184;884;86;363;400;922
185;813;225;76;804;714
186;326;329;34;916;149
187;733;982;845;452;182
188;37;833;805;535;525
189;89;775;650;985;223
190;991;612;527;149;915
191;548;289;54;592;400
192;815;183;705;405;448
193;896;916;430;23;702
194;488;522;406;739;257
195;940;129;423;517;723
196;979;79;506;892;161
197;636;785;3;93;890
198;407;976;114;682;759
199;128;622;987;885;361
200;82;307;577;624;199
201;690;97;840;193;40
202;704;27;325;61;934
203;269;190;326;301;536
204;557;284;956;255;168
205;183;400;717;80;692
206;428;410;965;150;932
207;43;299;642;68;805
208;418;913;428;28;618
209;482;310;109;602;728
210;877;903;991;416;937
211;731;987;989;462;58
212;974;19;308;509;756
213;661;354;165;455;691
214;622;330;878;447;193
215;643;731;515;374;431
216;940;189;729;457;224
217;661;12;967;482;325
218;389;919;724;572;537
219;263;44;803;781;381
220;443;160;956;301;332
221;131;101;326;812;96
222;314;838;194;590;539
223;896;963;44;787;797
224;511;489;843;486;815
225;94;136;541;708;35
226;104;668;20;174;958
227;676;932;785;56;282
228;878;76;318;760;653
229;840;587;767;224;379
230;85;675;752;596;552
231;634;141;461;455;209
232;641;505;11;895;629
233;450;274;225;982;912
234;470;175;907;165;999
235;677;216;765;555;475
236;247;399;644;657;756
237;995;700;422;565;916
238;459;23;791;640;957
239;840;152;954;612;924
240;717;640;207;794;516
241;867;360;217;793;55
242;674;827;844;777;687
243;332;400;738;331;20
244;227;615;170;668;110
245;372;775;807;500;311
246;308;965;123;875;542
247;438;357;743;147;881
248;261;234;510;953;612
249;497;572;835;892;530
250;157;415;729;711;397
251;969;188;835;816;42
252;773;252;430;501;859
253;947;130;978;927;150
254;305;911;74;405;629
255;344;774;755;214;696
256;927;221;525;57;906
257;252;979;950;537;988
258;878;738;980;786;988
259;709;85;411;982;614
260;547;601;493;88;537
261;257;409;420;823;442
262;231;847;972;74;850
263;258;88;366;593;785
264;644;23;801;332;725
265;659;847;187;803;941
266;787;934;861;755;482
267;478;932;303;688;665
268;249;657;751;330;454
269;768;296;125;478;140
270;217;115;779;124;194
271;64;765;726;642;489
272;990;13;924;112;577
273;530;300;491;704;411
274;570;423;300;649;570
275;336;781;137;826;285
276;782;824;57;604;977
277;265;896;466;418;55
278;848;3;628;644;966
279;360;309;950;416;447
280;316;211;914;67;126
281;800;855;767;196;720
282;725;613;492;653;185
283;594;933;59;770;439
284;238;354;968;342;391
285;438;805;181;611;696
286;193;533;484;658;905
287;292;371;814;360;319
288;311;206;152;659;496
289;137;179;591;488;394
290;441;611;426;90;351
291;841;590;111;51;954
292;10;582;800;22;660
293;781;495;903;515;648
294;416;219;661;772;716
295;846;758;168;610;103
296;886;605;444;213;846
297;463;682;647;414;961
298;850;723;955;237;833
299;83;24;277;857;25
300;252;477;944;105;886
301;499;888;643;635;16
302;473;107;160;582;590
303;176;48;523;67;262
304;821;872;583;207;134
305;139;264;836;245;220
306;367;138;401;692;644
307;699;250;933;496;960
308;98;456;387;742;74
309;360;989;298;666;824
310;887;400;499;630;777
311;677;454;124;263;681
312;380;214;803;210;559
313;127;488;777;541;387
314;273;367;128;528;10
315;514;787;206;792;412
316;816;987;626;477;327
317;739;796;12;962;364
318;495;350;785;10;931
319;568;97;217;300;433
320;934;524;524;525;262
321;805;573;143;172;234
322;467;989;557;765;411
323;343;357;584;138;131
324;147;47;552;941;809
325;238;88;588;742;360
326;791;128;632;92;711
327;340;451;105;551;889
328;4;257;698;273;138
329;53;65;127;273;917
330;389;48;990;226;23
331;132;495;271;716;30
332;366;95;677;113;785
333;136;366;787;653;924
334;827;585;928;503;985
335;768;478;668;592;548
336;562;835;194;81;170
337;384;192;999;492;222
338;758;26;470;850;29
339;404;230;209;433;393
340;385;375;95;600;929
341;507;505;619;259;647
342;517;476;262;531;247
343;993;437;500;318;945
344;750;879;692;499;390
345;838;247;247;695;355
346;117;236;769;347;581
347;418;647;940;655;933
348;939;884;674;433;883
349;35;28;45;775;389
350;345;330;680;663;712
351;280;875;148;706;797
352;16;825;890;602;947
353;599;680;634;382;713
354;876;724;497;104;419
355;230;569;968;979;640
356;610;995;455;507;259
357;822;772;726;152;388
358;655;869;302;50;712
359;666;305;97;941;701
360;8;164;486;694;737
361;578;565;231;539;942
362;877;167;695;389;361
363;409;111;77;376;681
364;563;668;586;357;752
365;234;579;649;630;439
366;41;240;362;842;602
367;719;725;254;353;635
368;914;728;607;976;57
369;250;614;254;807;532
370;332;878;465;371;571
371;183;531;710;64;518
372;226;109;543;907;921
373;810;810;302;367;165
374;637;153;344;514;68
375;374;524;552;918;833
376;421;461;638;973;45
377;252;414;189;847;635
378;990;937;465;166;906
379;224;976;750;952;462
380;694;889;722;233;654
381;752;953;191;966;802
382;519;220;326;426;899
383;793;264;910;30;999
384;32;627;286;19;50
385;317;509;583;627;831
386;700;746;443;703;853
387;390;361;102;921;404
388;595;232;450;954;91
389;949;87;93;909;861
390;161;617;193;387;807
391;880;825;10;355;404
392;755;849;71;710;904
393;125;183;662;606;369
394;920;765;330;8;960
395;768;668;978;540;621
396;30;882;271;796;401
397;598;571;239;616;372
398;347;864;9;204;893
399;751;113;510;629;394
400;120;147;554;937;973
401;911;347;829;690;532
402;245;272;743;450;500
403;847;573;325;220;951
404;521;474;386;649;854
405;669;177;82;852;760
406;855;274;667;734;832
407;75;992;940;488;600
408;881;758;482;842;386
409;463;511;452;562;364
410;79;314;409;284;393
411;58;223;340;877;119
412;599;213;407;320;865
413;189;341;75;140;9
414;841;385;270;634;277
415;331;70;704;211;648
416;932;209;850;33;327
417;920;183;360;914;828
418;507;906;176;635;843
419;529;287;404;798;557
420;534;128;364;879;914
421;920;243;653;420;760
422;215;877;892;492;585
423;841;710;515;28;895
424;498;231;93;97;940
425;106;604;866;932;754
426;418;383;614;654;108
427;58;889;947;130;810
428;569;547;985;63;21
429;549;655;954;441;661
430;42;754;742;162;368
431;909;228;577;193;489
432;918;284;37;857;360
433;601;176;922;200;924
434;331;495;549;849;267
435;538;201;440;81;834
436;476;47;868;812;731
437;714;273;837;519;688
438;231;575;946;754;206
439;434;245;674;763;92
440;577;242;123;171;717
441;166;634;749;253;152
442;258;755;531;973;597
443;837;510;453;608;146
444;385;947;153;224;51
445;19;623;547;687;119
446;983;438;934;994;411
447;853;709;843;306;485
448;748;614;963;286;137
449;961;586;217;510;112
450;892;237;405;520;867
451;952;645;516;681;287
452;17;921;190;463;267
453;164;157;632;531;270
454;124;434;897;178;981
455;902;840;86;862;866
456;68;303;592;815;267
457;248;960;416;574;19
458;444;660;848;213;637
459;785;567;908;308;545
460;238;127;70;456;114
461;453;585;881;952;708
462;56;321;228;538;686
463;557;564;495;488;622
464;283;180;51;897;82
465;124;927;133;27;931
466;833;987;496;797;264
467;855;757;453;600;946
468;412;738;220;572;932
469;410;731;365;545;224
470;442;27;757;49;102
471;620;471;958;968;431
472;800;504;242;931;429
473;557;127;150;991;302
474;951;552;38;719;16
475;465;211;227;939;40
476;143;996;549;43;999
477;398;359;465;18;463
478;508;130;853;315;421
479;97;495;438;73;173
480;939;468;882;467;65
481;849;599;627;70;234
482;906;616;890;788;591
483;366;352;284;304;420
484;330;643;960;444;797
485;736;318;802;522;682
486;283;682;724;230;829
487;978;433;871;8;675
488;658;806;768;590;539
489;286;155;120;227;651
490;123;737;975;200;334
491;463;16;239;617;606
492;94;861;176;913;668
493;489;503;4;392;71
494;914;621;833;466;850
495;777;579;261;62;896
496;756;563;463;924;914
497;950;399;827;560;564
498;833;752;488;371;24
499;998;488;899;561;515
500;433;97;547;505;230
501;530;989;118;870;582
502;316;944;826;171;170
503;877;806;10;924;375
504;648;156;234;889;648
505;936;67;899;959;452
506;399;762;738;137;521
507;630;78;230;903;964
508;265;874;536;275;549
509;285;6;200;318;104
510;183;140;674;710;204
511;165;164;835;328;692
512;766;114;821;69;879
513;482;478;638;419;889
514;79;314;32;432;875
515;143;825;338;670;812
516;478;422;399;698;917
517;419;680;52;680;793
518;842;920;811;867;291
519;110;683;746;673;605
520;969;515;197;116;265
521;871;175;853;695;766
522;613;131;669;133;472
523;626;210;714;19;625
524;174;515;346;480;258
525;776;961;806;618;610
526;851;222;482;755;117
527;560;980;460;125;185
528;967;719;847;464;582
529;489;216;593;239;407
530;200;636;740;472;205
531;662;346;492;944;178
532;944;209;297;698;470
533;447;103;378;44;795
534;576;809;847;974;28
535;46;968;93;817;279
536;384;163;453;797;848
537;233;775;738;562;992
538;956;886;143;646;933
539;743;122;403;659;391
540;373;291;802;766;719
541;879;167;24;672;759
542;512;991;120;425;622
543;383;679;364;555;154
544;378;884;884;610;606
545;244;86;410;362;728
546;457;964;606;387;787
547;67;845;16;121;532
548;525;371;426;562;448
549;847;391;680;236;780
550;138;220;995;470;990
551;590;114;492;861;179
552;912;798;914;869;669
553;593;817;87;490;202
554;19;109;570;288;297
555;532;155;240;671;886
556;95;284;542;179;578
557;379;430;532;164;158
558;874;823;384;315;822
559;484;239;782;718;338
560;85;410;809;352;13
561;998;589;356;120;166
562;969;462;286;589;363
563;169;907;730;643;681
564;762;773;178;546;780
565;548;474;67;789;624
566;564;354;933;210;318
567;248;651;975;170;738
568;127;722;522;514;504
569;821;287;425;414;62
570;472;165;642;828;378
571;124;117;625;95;822
572;556;976;217;136;159
573;463;81;844;583;186
574;421;669;815;650;199
575;779;957;274;601;249
576;590;929;133;6;571
577;254;562;551;584;422
578;316;569;146;37;548
579;971;360;204;176;872
580;102;550;994;836;656
581;863;401;39;864;803
582;342;830;840;369;473
583;761;104;355;212;372
584;353;368;722;968;235
585;784;853;285;690;208
586;873;316;444;267;419
587;416;769;871;719;363
588;682;739;145;610;775
589;403;445;409;611;492
590;449;501;466;804;365
591;687;443;733;709;795
592;518;510;398;31;684
593;952;726;95;32;686
594;197;424;427;571;96
595;232;73;624;560;827
596;565;154;452;654;86
597;967;482;131;413;213
598;923;391;309;539;941
599;577;352;454;379;539
600;692;169;901;835;529
601;376;968;276;69;530
602;448;712;156;895;692
603;284;444;370;477;525
604;81;903;309;604;127
605;224;828;919;111;186
606;347;788;748;559;602
607;368;29;53;804;936
608;698;546;424;298;563
609;692;255;607;402;432
610;699;598;259;220;376
611;572;793;646;650;145
612;905;52;654;312;660
613;967;92;568;933;66
614;209;863;209;49;255
615;202;178;905;539;12
616;447;695;511;745;18
617;152;489;249;536;371
618;836;108;423;757;726
619;889;438;461;125;771
620;31;789;718;702;930
621;767;927;874;466;270
622;28;886;355;967;416
623;124;159;38;557;256
624;459;206;532;531;977
625;937;641;496;604;226
626;416;932;526;936;104
627;698;18;279;82;119
628;869;605;153;516;455
629;764;202;186;561;964
630;21;500;340;878;879
631;958;22;888;920;673
632;202;638;13;996;622
633;342;523;107;426;925
634;814;420;290;891;615
635;755;13;18;150;909
636;329;110;256;643;289
637;751;642;239;40;344
638;27;976;713;632;309
639;357;46;538;256;841
640;982;511;918;35;810
641;909;308;299;636;834
642;796;370;737;882;953
643;578;728;619;764;96
644;89;274;646;325;974
645;391;21;35;446;732
646;741;905;572;831;997
647;478;80;811;483;545
648;631;844;555;342;839
649;559;443;291;348;79
650;396;137;405;48;825
651;372;244;412;466;777
652;789;776;586;7;340
653;53;673;439;823;542
654;137;319;600;991;367
655;548;595;982;614;765
656;804;724;447;351;9
657;482;735;431;812;706
658;933;630;556;462;324
659;431;757;191;702;856
660;125;667;73;651;768
661;844;539;997;851;767
662;712;622;159;895;416
663;767;485;615;261;280
664;293;850;358;680;359
665;391;396;62;444;172
666;364;107;658;278;305
667;752;947;24;301;474
668;226;640;626;821;995
669;459;606;672;343;173
670;744;178;881;772;933
671;884;742;922;60;156
672;37;735;596;987;734
673;592;531;905;472;612
674;83;323;352;404;179
675;707;280;373;833;298
676;821;648;865;810;237
677;948;460;691;998;309
678;499;148;745;642;719
679;856;766;851;623;58
680;613;5;407;690;669
681;716;699;313;425;161
682;996;779;760;466;951
683;282;915;581;849;669
684;407;467;374;359;250
685;313;472;618;71;96
686;20;416;158;547;174
687;250;986;835;127;426
688;626;579;124;733;189
689;807;523;609;985;991
690;275;286;202;669;612
691;938;981;468;376;668
692;222;154;861;741;420
693;540;379;42;605;274
694;264;5;615;821;105
695;333;944;125;692;720
696;449;717;163;496;251
697;749;583;9;825;279
698;375;383;181;301;49
699;173;620;767;964;962
700;373;24;271;278;105
701;793;413;131;862;981
702;646;510;171;229;311
703;909;276;439;283;665
704;649;989;461;154;395
705;412;905;250;536;163
706;523;166;261;295;866
707;103;629;636;448;739
708;187;665;317;212;813
709;539;667;50;685;722
710;268;144;581;807;793
711;364;473;532;555;835
712;628;176;619;462;422
713;951;424;547;333;668
714;294;104;392;299;791
715;569;575;503;211;618
716;846;672;122;134;937
717;375;930;550;849;524
718;514;220;61;194;503
719;911;906;246;740;282
720;191;31;771;980;195
721;856;158;400;286;422
722;849;345;641;962;701
723;457;876;697;873;849
724;928;333;389;928;280
725;268;499;317;970;410
726;643;771;136;970;390
727;887;942;747;749;580
728;211;739;250;18;767
729;374;95;160;967;511
730;546;494;420;750;565
731;124;697;777;527;485
732;174;478;62;965;623
733;311;673;549;18;150
734;863;246;307;458;59
735;737;660;701;906;765
736;418;381;271;4;692
737;305;206;446;658;623
738;365;713;851;932;847
739;257;158;916;387;637
740;945;653;42;650;181
741;490;552;230;852;559
742;799;278;450;90;984
743;323;782;975;947;555
744;696;415;388;338;454
745;416;394;586;678;625
746;527;23;241;907;996
747;903;286;322;148;271
748;119;476;318;943;164
749;290;778;327;192;42
750;444;569;573;843;576
751;70;643;905;188;845
752;653;569;946;117;3
753;986;465;338;544;599
754;697;640;237;706;841
755;568;966;903;761;182
756;398;515;333;620;418
757;984;969;12;737;602
758;692;791;380;954;424
759;628;91;69;781;161
760;260;910;832;666;456
761;438;219;756;896;578
762;515;468;898;732;62
763;742;521;685;151;128
764;32;19;65;603;472
765;369;208;533;290;747
766;80;559;436;722;527
767;653;581;126;81;414
768;508;444;598;813;591
769;370;607;229;366;23
770;905;289;26;946;523
771;745;93;286;417;201
772;799;683;371;973;25
773;688;801;565;785;803
774;775;37;825;974;736
775;950;380;648;600;658
776;746;225;557;656;154
777;411;304;99;780;834
778;292;846;103;162;428
779;354;762;201;296;543
780;913;950;331;29;808
781;478;388;863;565;709
782;837;736;669;566;567
783;681;865;281;561;757
784;648;584;984;235;222
785;169;693;147;116;617
786;117;730;226;628;475
787;571;472;59;433;635
788;794;403;904;482;719
789;791;391;771;836;455
790;656;657;507;612;189
791;246;780;49;813;577
792;332;557;207;502;485
793;38;285;44;378;40
794;220;371;945;895;805
795;792;645;69;77;468
796;827;940;977;762;280
797;645;918;69;871;924
798;229;780;130;621;856
799;171;884;265;329;430
800;414;97;586;483;670
801;967;470;171;861;72
802;530;602;469;552;98
803;726;830;145;730;501
804;784;789;988;947;263
805;108;751;614;501;116
806;526;141;763;949;689
807;289;30;105;456;739
808;265;90;106;87;246
809;940;491;426;649;245
810;767;116;149;398;753
811;886;711;374;357;508
812;60;675;139;827;908
813;648;91;651;713;667
814;797;657;914;38;243
815;377;360;734;303;313
816;26;741;864;374;33
817;83;283;915;109;265
818;432;932;785;843;895
819;338;904;398;825;905
820;879;480;317;200;24
821;210;913;155;414;685
822;242;861;360;612;979
823;397;443;951;207;323
824;466;668;380;990;480
825;383;93;104;368;747
826;153;711;177;697;359
827;318;68;529;732;347
828;542;929;199;465;292
829;949;80;144;278;992
830;306;859;946;559;874
831;204;356;321;438;946
832;130;688;789;273;426
833;812;935;529;936;456
834;574;670;279;547;493
835;284;409;347;16;686
836;297;765;581;576;272
837;370;293;858;645;679
838;848;813;131;904;950
839;195;950;366;210;56
840;572;754;552;769;714
841;878;748;971;577;20
842;104;713;354;440;285
843;385;293;819;637;275
844;26;65;546;221;61
845;669;304;698;706;569
846;385;322;503;135;448
847;900;320;705;292;74
848;129;710;991;309;930
849;629;67;912;288;509
850;478;892;440;39;862
851;429;599;71;6;491
852;901;349;868;53;929
853;271;333;542;458;27
854;528;674;964;39;607
855;563;244;793;525;580
856;555;422;31;440;575
857;344;40;531;963;58
858;480;362;320;32;617
859;452;705;914;698;3
860;369;563;759;370;803
861;728;180;628;882;975
862;903;750;168;737;357
863;180;49;328;782;753
864;667;634;559;914;616
865;970;136;917;297;164
866;753;139;538;939;246
867;781;715;404;514;261
868;85;512;733;622;595
869;852;715;809;825;657
870;689;257;39;666;449
871;218;114;116;863;684
872;311;317;210;872;262
873;294;551;3;440;442
874;453;415;344;804;452
875;649;834;87;680;650
876;743;200;222;926;427
877;595;541;402;803;797
878;961;366;757;910;86
879;278;808;294;569;156
880;279;900;716;532;285
881;240;858;567;694;519
882;85;392;433;837;667
883;471;247;749;252;466
884;787;584;298;569;958
885;838;306;789;797;971
886;483;732;948;278;222
887;804;572;480;17;416
888;337;99;644;747;978
889;750;174;635;130;76
890;277;818;524;620;203
891;344;775;952;507;241
892;346;547;94;991;602
893;792;103;148;432;603
894;445;993;975;334;709
895;659;346;337;70;481
896;565;710;573;303;931
897;255;472;208;770;242
898;345;87;692;865;93
899;91;102;822;563;43
900;584;508;22;272;186
901;627;916;181;725;16
902;637;222;641;8;554
903;39;132;844;601;991
904;294;765;225;736;106
905;321;790;29;743;490
906;321;820;116;399;316
907;476;16;435;745;454
908;531;890;929;861;860
909;834;598;149;414;832
910;599;4;281;917;193
911;115;716;11;6;163
912;53;200;209;655;214
913;427;65;735;294;220
914;831;745;162;982;54
915;791;31;68;204;605
916;527;770;18;166;818
917;832;251;894;481;26
918;777;140;642;125;738
919;466;700;323;455;745
920;167;955;694;330;294
921;733;179;288;201;976
922;892;725;896;949;480
923;437;490;477;463;630
924;334;305;321;405;301
925;433;916;588;432;452
926;453;888;876;144;257
927;934;259;800;111;423
928;291;20;842;104;270
929;95;475;785;579;822
930;772;482;918;826;925
931;791;448;968;117;594
932;790;777;617;384;604
933;106;974;573;305;809
934;978;27;696;514;124
935;284;449;613;214;662
936;519;411;472;16;102
937;247;693;172;980;391
938;78;945;726;61;315
939;124;344;401;709;609
940;966;348;550;685;224
941;377;998;90;302;228
942;104;681;174;111;774
943;99;271;502;825;929
944;359;775;820;378;981
945;696;394;877;124;873
946;148;382;17;611;123
947;384;125;209;782;891
948;563;988;927;823;132
949;677;904;340;841;30
950;636;801;723;979;413
951;668;496;870;45;474
952;13;582;179;451;535
953;962;298;281;851;40
954;459;453;581;568;975
955;68;649;254;434;873
956;843;8;417;848;242
957;340;153;406;705;487
958;760;537;938;377;656
959;477;734;851;391;359
960;561;186;847;541;564
961;46;537;574;650;147
962;563;769;471;615;448
963;901;269;989;5;521
964;514;138;732;930;573
965;558;362;80;6;321
966;486;91;745;776;679
967;605;390;172;206;89
968;98;164;594;694;78
969;317;221;114;208;329
970;741;993;94;353;936
971;344;884;642;792;106
972;782;748;800;977;54
973;151;859;640;92;997
974;814;691;5;469;509
975;736;759;967;953;908
976;92;438;348;688;656
977;897;516;835;583;774
978;30;514;262;605;752
979;510;99;286;358;975
980;404;193;719;532;15
981;763;356;217;59;367
982;632;593;286;141;307
983;370;517;67;809;501
984;670;359;590;661;360
985;481;516;190;651;285
986;153;834;602;656;603
987;678;287;799;804;760
988;974;679;634;900;427
989;126;286;501;998;495
990;941;534;607;639;755
991;217;415;43;892;439
992;747;900;118;763;459
993;717;213;823;497;45
994;934;293;457;562;821
995;143;21;925;677;650
996;957;780;469;471;334
997;972;485;587;76;348
998;178;944;162;495;984
999;561;894;377;295;996
1000;811;852;363;820;825
1001;268;846;705;127;923
1002;555;968;662;458;441
1003;288;115;947;508;598
1004;684;990;424;74;211
1005;779;50;105;833;96
1006;822;679;113;743;104
1007;137;846;108;23;686
1008;538;688;351;35;496
1009;303;828;720;561;431
1010;158;901;418;291;48
1011;510;138;906;117;750
1012;178;570;568;90;294
1013;278;338;632;986;806
1014;634;472;245;995;620
1015;825;429;952;37;986
1016;187;420;976;928;588
1017;699;708;812;618;236
1018;121;319;103;810;980
1019;121;582;580;246;414
1020;884;299;644;161;687
1021;442;659;932;33;846
1022;303;420;366;35;494
1023;718;202;32;219;204
1024;916;462;685;296;187
1025;863;597;936;756;891
1026;154;994;981;288;565
1027;128;694;906;958;477
1028;206;109;809;710;91
1029;706;325;365;784;13
1030;198;406;790;458;978
1031;671;25;613;832;435
1032;169;411;81;671;347
1033;556;397;69;844;69
1034;284;814;673;732;946
1035;590;702;187;108;29
1036;613;535;910;308;985
1037;3;855;243;981;501
1038;116;737;128;312;844
1039;162;844;65;134;50
1040;701;497;624;640;528
1041;147;448;270;435;373
1042;329;251;146;643;569
1043;543;494;788;996;473
1044;499;549;176;653;624
1045;925;148;486;798;184
1046;868;189;419;441;532
1047;162;14;345;847;988
1048;465;619;689;16;568
1049;782;33;937;185;776
1050;696;124;913;875;189
1051;279;476;477;875;977
1052;562;597;360;931;270
1053;334;932;585;94;898
1054;447;428;456;135;705
1055;154;709;737;839;226
1056;65;656;306;750;239
1057;314;761;906;240;331
1058;823;693;777;884;664
1059;445;830;738;194;780
1060;766;990;693;99;752
1061;70;600;963;911;49
1062;145;992;252;776;795
1063;819;86;681;448;51
1064;890;905;764;89;439
1065;108;633;806;410;847
1066;189;850;129;962;559
1067;879;776;806;619;101
1068;796;19;57;736;804
1069;647;383;425;475;981
1070;781;206;953;407;699
1071;533;943;54;253;482
1072;113;746;622;708;110
1073;899;195;868;108;555
1074;183;813;821;355;303
1075;883;871;960;453;966
1076;425;922;598;301;471
1077;470;912;282;821;184
1078;231;99;146;203;303
1079;278;954;62;257;132
1080;198;395;564;744;691
1081;36;232;94;695;973
1082;840;974;996;507;361
1083;476;403;274;792;418
1084;280;25;394;665;556
1085;766;702;502;363;93
1086;535;419;921;265;843
1087;647;129;910;833;129
1088;910;781;831;515;636
1089;150;580;605;963;529
1090;962;250;536;970;436
1091;334;686;856;855;705
1092;923;727;851;587;691
1093;660;661;784;736;959
1094;439;975;974;447;50
1095;789;601;103;503;203
1096;989;596;400;720;416
1097;394;792;65;488;569
1098;977;114;681;462;980
1099;599;823;944;551;405
1100;116;747;871;300;15
1101;461;170;915;976;26
1102;172;152;283;222;650
1103;793;520;340;742;561
1104;951;296;639;683;880
1105;224;829;336;710;666
1106;475;191;881;125;828
1107;73;585;509;327;379
1108;678;77;423;77;59
1109;166;325;830;316;302
1110;560;313;839;31;187
1111;702;906;905;251;557
1112;443;676;144;843;888
1113;76;243;84;75;691
1114;557;754;851;287;54
1115;176;351;343;762;838
1116;728;230;429;501;623
1117;935;252;94;238;449
1118;954;95;392;796;457
1119;695;972;55;42;608
1120;425;274;459;835;205
1121;807;952;519;511;812
1122;846;110;399;777;604
1123;428;881;354;816;819
1124;342;496;741;246;779
1125;614;161;190;66;404
1126;80;959;324;728;941
1127;206;221;587;768;381
1128;579;37;281;549;916
1129;100;680;506;445;788
1130;757;855;353;23;73
1131;128;100;707;830;589
1132;343;455;937;441;426
1133;974;502;997;250;353
1134;480;806;480;568;302
1135;494;904;104;662;274
1136;324;624;959;141;991
1137;139;7;370;94;770
1138;459;577;274;533;776
1139;606;780;45;810;481
1140;446;790;102;786;577
1141;926;612;142;337;35
1142;133;693;909;973;865
1143;221;769;568;852;829
1144;311;482;298;35;717
1145;993;812;64;785;543
1146;734;344;775;546;69
1147;419;928;404;524;642
1148;688;272;719;798;957
1149;310;17;258;909;862
